state_name,State,District,Population,Confirmed,Deceased,Recovered,Tested,Vaccinated1,Vaccinated2
Punjab,PB,Sangrur,1654408,15762,875,14884,166332,730511,218820
Punjab,PB,Shahid Bhagat Singh Nagar,614362,11469,388,11080,77715,392113,172294
Punjab,PB,Sri Muktsar Sahib,902702,18784,524,18257,67979,473193,142901
Punjab,PB,Tarn Taran,1120070,8043,380,7659,111446,597303,178839
Puducherry,PY,Karaikal,200222,16488,250,16150,73142,111152,57491
Puducherry,PY,Mahe,41816,5867,47,5744,42415,34018,25943
Puducherry,PY,Puducherry,950289,98885,1453,97171,425639,558708,305464
Puducherry,PY,Yanam,55626,6773,107,6661,26727,30079,15489
Rajasthan,RJ,Ajmer,2584913,37769,410,37352,261215,1752308,1042482
Rajasthan,RJ,Alwar,3671999,59694,307,59387,291879,2237787,1029095
Rajasthan,RJ,BSF Camp,3671999,85,0,85,0,0,0
Rajasthan,RJ,Banswara,1798194,10005,104,9901,48781,1024293,525793
Rajasthan,RJ,Baran,1223921,11996,61,11934,46168,763006,297741
Rajasthan,RJ,Barmer,2604453,15563,185,15377,113868,1455732,621465
Rajasthan,RJ,Bharatpur,2549121,19601,260,19341,201441,1351114,590401
Rajasthan,RJ,Bhilwara,2410459,29781,156,29625,148764,1525323,723691
Rajasthan,RJ,Bikaner,2367745,40339,545,39792,278302,1461174,714590
Rajasthan,RJ,Bundi,1113725,7967,48,7919,58167,709316,362835
Rajasthan,RJ,Chittorgarh,1544392,19809,139,19670,116002,978713,482350
Rajasthan,RJ,Churu,2041172,16720,107,16613,131700,1301558,582443
Rajasthan,RJ,Dausa,1637226,13351,62,13289,61680,941513,395584
Rajasthan,RJ,Dholpur,1207293,11010,48,10962,121308,660103,279501
Rajasthan,RJ,Dungarpur,1388906,18407,131,18276,121917,737200,349762
Rajasthan,RJ,Evacuees,1388906,61,0,61,0,0,0
Rajasthan,RJ,Ganganagar,1969520,19354,150,19203,80706,1278952,525137
Rajasthan,RJ,Hanumangarh,1779650,16053,111,15942,82542,1230511,588688
Rajasthan,RJ,Italians,1779650,2,0,2,0,0,0
Rajasthan,RJ,Jaipur,6663971,187804,1970,185816,968783,4582410,2189042
Rajasthan,RJ,Jaisalmer,672008,13639,66,13573,80082,416014,194163
Rajasthan,RJ,Jalore,1830151,10067,72,9995,184172,987519,393953
Rajasthan,RJ,Jhalawar,1411327,13612,187,13425,97163,922646,363082
Rajasthan,RJ,Jhunjhunu,2139658,14811,158,14653,123433,1449967,787196
Rajasthan,RJ,Jodhpur,3685681,112412,1103,111308,600959,2263325,1036743
Rajasthan,RJ,Karauli,1458459,7156,70,7086,64481,813922,395700
Rajasthan,RJ,Kota,1950491,57053,449,56603,355509,1269245,655588
Rajasthan,RJ,Nagaur,3309234,17737,177,17560,229822,2077555,1016874
Rajasthan,RJ,Other State,3309234,189,39,150,0,0,0
Rajasthan,RJ,Pali,2038533,27324,287,27037,179463,1200554,513058
Rajasthan,RJ,Pratapgarh,868231,7143,63,7080,52208,655140,345189
Rajasthan,RJ,Rajsamand,1158283,17044,169,16875,91975,691497,299553
Rajasthan,RJ,Sawai Madhopur,1338114,10618,61,10557,84683,756544,347992
Rajasthan,RJ,Sikar,2677737,30618,335,30283,165042,1838263,821713
Rajasthan,RJ,Sirohi,1037185,13732,79,13653,84616,610090,348789
Rajasthan,RJ,Tonk,1421711,9498,92,9406,74225,884688,419023
Rajasthan,RJ,Udaipur,3067549,56405,753,55652,251522,1715072,854773
Sikkim,SK,East Sikkim,281293,0,0,0,0,263526,229361
Sikkim,SK,North Sikkim,43354,0,0,0,0,33137,27820
Sikkim,SK,South Sikkim,146742,0,0,0,0,121481,105432
Sikkim,SK,Unknown,146742,31979,396,31063,0,0,0
Sikkim,SK,West Sikkim,136299,0,0,0,0,103619,88896
Telangana,TG,Adilabad,708952,0,0,0,0,376263,89337
Telangana,TG,Bhadradri Kothagudem,1304811,0,0,0,0,599183,204318
Telangana,TG,Hyderabad,3441992,0,0,0,0,3150245,1893217
Telangana,TG,Jagtial,983414,0,0,0,0,580926,190526
Telangana,TG,Jangaon,582457,0,0,0,0,327527,128207
Telangana,TG,Jayashankar Bhupalapally,712257,0,0,0,0,262313,127108
Telangana,TG,Jogulamba Gadwal,664971,0,0,0,0,306919,59886
Telangana,TG,Kamareddy,972625,0,0,0,0,557684,183176
Telangana,TG,Karimnagar,1016063,0,0,0,0,657167,384862
Telangana,TG,Khammam,1401639,0,0,0,0,856707,333812
Telangana,TG,Komaram Bheem,515835,0,0,0,0,275644,51593
Telangana,TG,Mahabubabad,1318110,0,0,0,0,468199,172007
Telangana,TG,Mahabubnagar,1318110,0,0,0,0,482547,150640
Telangana,TG,Mancherial,807037,0,0,0,0,480069,170258
Telangana,TG,Medak,767428,0,0,0,0,458648,140778
Telangana,TG,Medchal Malkajgiri,2542203,0,0,0,0,2149958,1317832
Telangana,TG,Mulugu,294671,0,0,0,0,186104,76648
Telangana,TG,Nagarkurnool,893308,0,0,0,0,464888,106589
Telangana,TG,Nalgonda,1631399,0,0,0,0,891308,254218
Telangana,TG,Narayanpet,566874,0,0,0,0,288388,50219
Telangana,TG,Nirmal,709415,0,0,0,0,378315,130107
Telangana,TG,Nizamabad,1534428,0,0,0,0,858574,250862
Telangana,TG,Peddapalli,795332,0,0,0,0,463510,201940
Telangana,TG,Rajanna Sircilla,546121,0,0,0,0,372065,144680
Telangana,TG,Ranga Reddy,2551731,0,0,0,0,2348542,1291404
Telangana,TG,Sangareddy,1527628,0,0,0,0,851395,299316
Telangana,TG,Siddipet,993376,0,0,0,0,582450,242462
Telangana,TG,Suryapet,1099560,0,0,0,0,610724,208278
Telangana,TG,Unknown,1099560,671463,3956,663498,0,0,0
Telangana,TG,Vikarabad,881250,0,0,0,0,427669,87989
Telangana,TG,Wanaparthy,751553,0,0,0,0,289412,81870
Telangana,TG,Warangal Rural,716457,0,0,0,0,342881,105289
Telangana,TG,Warangal Urban,1135707,0,0,0,0,687410,418947
Telangana,TG,Yadadri Bhuvanagiri,726465,0,0,0,0,463854,223506
Tamil Nadu,TN,Airport Quarantine,726465,2113,2,2107,0,0,0
Tamil Nadu,TN,Ariyalur,752481,16854,261,16548,18285,475390,157166
Tamil Nadu,TN,Chengalpattu,2556244,171777,2506,168327,51771,1337641,604784
Tamil Nadu,TN,Chennai,7100000,554672,8546,544701,2667777,4532809,2671294
Tamil Nadu,TN,Coimbatore,3472578,246780,2416,243070,102107,2717202,1205484
Tamil Nadu,TN,Cuddalore,2600880,64085,867,62997,36434,1529591,646400
Tamil Nadu,TN,Dharmapuri,1502900,28425,274,27957,163803,770955,279901
Tamil Nadu,TN,Dindigul,2161367,33099,645,32348,27800,1236504,493453
Tamil Nadu,TN,Erode,2259608,104303,686,102836,66240,1370925,552624
Tamil Nadu,TN,Kallakurichi,1370281,31364,210,31056,28314,696213,299822
Tamil Nadu,TN,Kancheepuram,1166401,74970,1258,73386,37505,663206,250181
Tamil Nadu,TN,Kanyakumari,1863178,62362,1048,61112,79600,1100888,450620
Tamil Nadu,TN,Karur,1076588,24091,356,23523,17190,626136,289120
Tamil Nadu,TN,Krishnagiri,1883731,43570,348,43036,14284,1040491,407695
Tamil Nadu,TN,Madurai,3991038,75215,1172,73853,97279,1500331,583138
Tamil Nadu,TN,Mayiladuthurai,901000,23280,316,22878,0,0,0
Tamil Nadu,TN,Nagapattinam,1614069,21074,346,20561,20984,813495,289588
Tamil Nadu,TN,Namakkal,1721179,52245,498,51253,24758,987830,397079
Tamil Nadu,TN,Nilgiris,735071,33566,212,33164,45839,501986,343811
Tamil Nadu,TN,Perambalur,564511,12067,243,11790,7981,326872,136491
Tamil Nadu,TN,Pudukkottai,1918725,30183,416,29627,20835,827320,314780
Tamil Nadu,TN,Railway Quarantine,1918725,428,0,428,0,0,0
Tamil Nadu,TN,Ramanathapuram,1337560,20564,357,20158,23389,660673,280037
Tamil Nadu,TN,Ranipet,1210277,43436,775,42557,20118,557267,174051
Tamil Nadu,TN,Salem,3480008,99893,1685,97619,79660,1925084,791376
Tamil Nadu,TN,Sivaganga,1341250,20195,206,19854,25824,726010,287468
Tamil Nadu,TN,Tenkasi,1407627,27357,484,26834,26338,736882,233177
Tamil Nadu,TN,Thanjavur,2402781,75352,972,73874,67445,1224986,486660
Tamil Nadu,TN,Theni,1243684,43571,521,43018,45839,660187,304832
Tamil Nadu,TN,Thiruvallur,3725697,119370,1842,117138,67948,1425728,563426
Tamil Nadu,TN,Thiruvarur,1268094,41461,442,40760,67445,630274,246969
Tamil Nadu,TN,Thoothukkudi,1738376,56304,409,55757,49288,984706,328797
Tamil Nadu,TN,Tiruchirappalli,2713858,77534,1059,76038,92586,1468456,636356
Tamil Nadu,TN,Tirunelveli,1665253,49374,432,48812,54208,815687,275985
Tamil Nadu,TN,Tirupathur,1111812,29301,625,28600,23998,541496,205219
Tamil Nadu,TN,Tiruppur,2471222,95405,979,93683,36301,1671392,611015
Tamil Nadu,TN,Tiruvannamalai,2468965,54968,667,54122,76170,1270049,533376
Tamil Nadu,TN,Vellore,1614242,49864,1131,48564,47936,763735,336366
Tamil Nadu,TN,Viluppuram,2093003,45857,356,45382,52064,1085842,444502
Tamil Nadu,TN,Virudhunagar,1943309,46294,548,45687,28620,1072788,505098
Tripura,TR,Dhalai,377988,7037,35,7000,61582,258334,164654
Tripura,TR,Gomati,436868,8134,74,8043,47437,279099,161408
Tripura,TR,Khowai,327391,4559,54,4500,24046,202148,111955
Tripura,TR,North Tripura,415946,7250,34,7199,100931,283802,190594
Tripura,TR,Sipahijala,484233,6360,75,6273,53067,330932,211903
Tripura,TR,South Tripura,433737,10168,53,10104,83030,303987,209259
Tripura,TR,Unokoti,277335,8609,68,8530,34930,173390,101178
Tripura,TR,West Tripura,917534,32351,420,31817,202939,676784,470030
Uttar Pradesh,UP,Agra,4380793,25765,457,25308,491361,2172907,746386
Uttar Pradesh,UP,Aligarh,3673849,21280,108,21172,482825,1589498,498586
Uttar Pradesh,UP,Ambedkar Nagar,2398709,5040,152,4885,123151,1135268,349925
Uttar Pradesh,UP,Amethi,2549935,9972,143,9828,267014,1015454,375261
Uttar Pradesh,UP,Amroha,1838771,16616,203,16412,254038,871164,265607
Uttar Pradesh,UP,Auraiya,1372287,10090,203,9887,107079,614711,180775
Uttar Pradesh,UP,Ayodhya,2468371,16919,290,16629,376735,1270889,418182
Uttar Pradesh,UP,Azamgarh,4616509,17906,228,17675,12474,2165409,643824
Uttar Pradesh,UP,Baghpat,1302156,9132,141,8991,327192,692255,337171
Uttar Pradesh,UP,Bahraich,2384239,11549,178,11371,308225,1752196,642554
Uttar Pradesh,UP,Ballia,3223642,21610,234,21376,267420,1433455,388341
Uttar Pradesh,UP,Balrampur,2149066,7494,138,7354,276237,995084,438892
Uttar Pradesh,UP,Banda,1799541,10992,158,10832,303185,795903,236840
Uttar Pradesh,UP,Barabanki,3257983,19850,225,19624,147422,1589704,448292
Uttar Pradesh,UP,Bareilly,4465344,44028,377,43650,465209,2221830,749751
Uttar Pradesh,UP,Basti,2461056,11717,330,11385,296570,1189235,399451
Uttar Pradesh,UP,Bhadohi,1554203,7720,163,7557,119023,793094,244431
Uttar Pradesh,UP,Bijnor,3683896,14794,126,14668,312985,1756682,600482
Uttar Pradesh,UP,Budaun,3712738,14941,98,14843,224207,1408673,364360
Uttar Pradesh,UP,Bulandshahr,3498507,20215,243,19972,269090,1647985,646236
Uttar Pradesh,UP,Chandauli,1952713,16208,356,15852,211249,939599,238646
Uttar Pradesh,UP,Chitrakoot,990626,7110,79,7031,234060,447303,129157
Uttar Pradesh,UP,Deoria,3098637,20223,220,20003,304520,1597034,537293
Uttar Pradesh,UP,Etah,1761152,9968,99,9868,263295,788675,213371
Uttar Pradesh,UP,Etawah,1579160,13933,293,13640,297761,708258,253661
Uttar Pradesh,UP,Farrukhabad,1887577,10348,194,10153,231856,833824,229745
Uttar Pradesh,UP,Fatehpur,2632684,6814,139,6674,82928,1246314,410120
Uttar Pradesh,UP,Firozabad,2496761,8720,135,8585,322656,1005224,328351
Uttar Pradesh,UP,Gautam Buddha Nagar,1674714,63353,467,62876,675396,1799728,974353
Uttar Pradesh,UP,Ghaziabad,4661452,55673,461,55207,712611,2247039,1071908
Uttar Pradesh,UP,Ghazipur,3622727,21641,282,21359,265737,1690195,509886
Uttar Pradesh,UP,Gonda,3431386,12282,266,12016,241234,1604382,555773
Uttar Pradesh,UP,Gorakhpur,4436275,59439,848,58588,480536,2347051,889085
Uttar Pradesh,UP,Hamirpur,1104021,5232,102,5130,240382,561456,185949
Uttar Pradesh,UP,Hapur,1338211,12638,217,12421,299725,658863,254519
Uttar Pradesh,UP,Hardoi,4091380,13755,349,13406,224784,1852490,537647
Uttar Pradesh,UP,Hathras,1565678,2920,43,2877,260525,701190,234481
Uttar Pradesh,UP,Jalaun,1670718,11687,202,11482,221719,819651,251406
Uttar Pradesh,UP,Jaunpur,4476072,22584,235,22349,322824,2189622,667013
Uttar Pradesh,UP,Jhansi,2000755,36556,663,35892,312540,1132511,379818
Uttar Pradesh,UP,Kannauj,1658005,9231,114,9115,124019,755119,257048
Uttar Pradesh,UP,Kanpur Dehat,1795092,6197,110,6087,344697,923661,290898
Uttar Pradesh,UP,Kanpur Nagar,4572951,82933,1905,81024,685820,2251558,859280
Uttar Pradesh,UP,Kasganj,1438156,4250,53,4197,271969,608818,147948
Uttar Pradesh,UP,Kaushambi,1596909,4424,70,4353,207064,760960,218775
Uttar Pradesh,UP,Kushinagar,3560830,15617,228,15389,314772,1632782,458054
Uttar Pradesh,UP,Lakhimpur Kheri,4013634,24410,292,24117,368533,1829019,382178
Uttar Pradesh,UP,Lalitpur,1218002,12742,128,12613,21781,627553,143519
Uttar Pradesh,UP,Lucknow,4588455,238839,2651,236165,1237583,3106658,1488333
Uttar Pradesh,UP,Maharajganj,2665292,12440,140,12300,334716,1283534,372559
Uttar Pradesh,UP,Mahoba,876055,4268,86,4182,142992,444352,148388
Uttar Pradesh,UP,Mainpuri,1847194,10028,182,9846,228496,860461,219990
Uttar Pradesh,UP,Mathura,2541894,20297,402,19893,198379,1207578,418117
Uttar Pradesh,UP,Mau,2205170,8333,80,8252,281445,1017497,307052
Uttar Pradesh,UP,Meerut,3447405,69480,898,68567,798404,1764744,842448
Uttar Pradesh,UP,Mirzapur,2494533,11088,116,10972,312764,1335308,462157
Uttar Pradesh,UP,Moradabad,4773138,39102,349,38752,400459,1390249,443211
Uttar Pradesh,UP,Muzaffarnagar,4138605,31009,269,30737,161704,1264005,467387
Uttar Pradesh,UP,Pilibhit,2037225,11032,193,10838,291538,978332,256931
Uttar Pradesh,UP,Pratapgarh,3173752,16038,163,15875,100500,1480021,456869
Uttar Pradesh,UP,Prayagraj,5959798,78699,1088,77609,729300,2731341,862244
Uttar Pradesh,UP,Rae Bareli,3404004,17104,343,16761,387408,1436175,344694
Uttar Pradesh,UP,Rampur,2335398,11826,148,11676,274288,989666,250420
Uttar Pradesh,UP,Saharanpur,3464228,32730,420,32309,266387,1638111,576986
Uttar Pradesh,UP,Sambhal,2217020,9438,106,9331,309333,893786,204352
Uttar Pradesh,UP,Sant Kabir Nagar,1714300,8159,98,8061,292606,799506,195105
Uttar Pradesh,UP,Shahjahanpur,3002376,20361,444,19916,437195,1743273,538827
Uttar Pradesh,UP,Shamli,1274815,12976,45,12931,246597,604968,206438
Uttar Pradesh,UP,Shrawasti,1114615,4388,35,4353,221566,515155,181654
Uttar Pradesh,UP,Siddharthnagar,2553526,9373,100,9273,295047,1225133,479630
Uttar Pradesh,UP,Sitapur,4474446,12398,185,12211,289473,2139996,497241
Uttar Pradesh,UP,Sonbhadra,1862612,16807,251,16556,306175,812891,236871
Uttar Pradesh,UP,Sultanpur,3790922,14915,138,14777,309395,1178195,370998
Uttar Pradesh,UP,Unnao,3110595,15011,254,14757,298886,1554190,420513
Uttar Pradesh,UP,Varanasi,3682194,85501,971,84528,595510,2109381,843905
Uttarakhand,UT,Almora,621927,12190,196,11378,84443,378242,215715
Uttarakhand,UT,Bageshwar,259840,5764,60,5678,55626,183447,131244
Uttarakhand,UT,Chamoli,391114,12242,62,11972,90390,273850,191420
Uttarakhand,UT,Champawat,259315,7603,53,7358,95068,183354,119870
Uttarakhand,UT,Dehradun,1698560,112363,3521,108137,401496,1465464,793803
Uttarakhand,UT,Haridwar,1927029,51498,1019,49096,369542,1456257,635360
Uttarakhand,UT,Nainital,955128,39232,944,38140,204422,722854,398680
Uttarakhand,UT,Pauri Garhwal,686527,17686,315,16668,138878,431320,229262
Uttarakhand,UT,Pithoragarh,485993,10260,181,9962,72686,318644,183765
Uttarakhand,UT,Rudraprayag,236857,8800,106,8535,52378,170911,113480
Uttarakhand,UT,Tehri Garhwal,616409,15835,108,14827,105111,381493,206527
Uttarakhand,UT,Udham Singh Nagar,1648367,37875,761,36315,337292,1277738,518326
Uttarakhand,UT,Uttarkashi,329686,12548,74,12129,120026,234425,160687
West Bengal,WB,Alipurduar,1700000,15589,102,15441,0,949775,353666
West Bengal,WB,Bankura,3596292,36313,274,35839,0,2245147,706177
West Bengal,WB,Birbhum,3502387,41197,286,40727,0,2152966,846286
West Bengal,WB,Cooch Behar,2822780,29275,97,29060,0,1444232,421663
West Bengal,WB,Dakshin Dinajpur,1670931,17889,170,17573,0,1063493,363056
West Bengal,WB,Darjeeling,1842034,57143,539,56326,0,1324555,664306
West Bengal,WB,Hooghly,5520389,86300,990,84650,0,3368156,1343978
West Bengal,WB,Howrah,4841638,98757,1524,96567,0,2905925,1254076
West Bengal,WB,Jalpaiguri,3869675,41982,572,41256,0,1144138,410719
West Bengal,WB,Jhargram,1136548,12135,27,12063,0,714456,211586
West Bengal,WB,Kalimpong,251642,7036,54,6950,0,180713,124420
West Bengal,WB,Kolkata,4486679,322541,5152,315146,0,4784084,3039486
West Bengal,WB,Malda,3997970,33406,186,33121,0,2029144,590497
West Bengal,WB,Murshidabad,7102430,33993,328,33605,0,3952659,976111
West Bengal,WB,Nadia,5168488,73333,859,72054,0,2798942,884320
West Bengal,WB,North 24 Parganas,10082852,329257,4833,323097,0,6547702,2720315
West Bengal,WB,Other State,10082852,66,3,63,0,0,0
West Bengal,WB,Paschim Bardhaman,2882031,57778,356,57184,0,1789611,677747
West Bengal,WB,Paschim Medinipur,5094238,53581,507,52820,0,2758576,877978
West Bengal,WB,Purba Bardhaman,4835532,42005,198,41588,0,2596246,859528
West Bengal,WB,Purba Medinipur,4417377,63098,397,62549,0,3560589,1471674
West Bengal,WB,Purulia,2927965,19419,113,19283,0,1679941,492310
West Bengal,WB,South 24 Parganas,8153176,100957,1336,98950,0,4850898,1832073
West Bengal,WB,Uttar Dinajpur,3000849,19858,238,19559,0,1341457,436182
