State,District,Population,Confirmed,Deceased,Recovered,Tested,Vaccinated1,Vaccinated2
MN,Senapati,354772,0,0,0,0,425,1940
MN,Tamenglong,140143,0,0,0,0,174,1204
MN,Tengnoupal,140143,0,0,0,0,93,1176
MN,Thoubal,420517,0,0,0,0,378,6574
MN,Ukhrul,183115,0,0,0,0,362,1775
MN,Unknown,183115,439,10,652,0,0,0
MP,Agar Malwa,183115,0,0,0,0,965,16911
MP,Alirajpur,728677,0,0,0,0,921,8076
MP,Anuppur,749521,0,0,0,0,995,18360
MP,Ashoknagar,844979,0,0,0,0,1258,17334
MP,Balaghat,1701156,2,0,0,0,15838,71692
MP,Barwani,1385659,0,0,0,0,1615,16619
MP,Betul,1575247,1,0,0,0,2361,31953
MP,Bhind,1703562,0,0,0,0,1525,30042
MP,Bhopal,2368145,38,0,0,0,4130,38750
MP,Burhanpur,756993,0,0,0,0,762,6561
MP,Chhatarpur,1762857,0,0,0,0,3103,27937
MP,Chhindwara,2090306,2,0,0,0,4654,93453
MP,Damoh,1263703,0,0,0,0,4298,52314
MP,Datia,786375,0,0,0,0,1963,45226
MP,Dewas,1563107,0,0,0,0,1804,22992
MP,Dhar,2184672,7,0,0,0,5034,83699
MP,Dindori,704218,0,0,0,0,1342,21481
MP,Guna,1240938,0,0,0,0,3347,32837
MP,Gwalior,2030543,2,0,0,0,8800,41193
MP,Harda,570302,0,0,0,0,1075,24810
MP,Hoshangabad,1240975,0,0,0,0,1498,39507
MP,Indore,3272335,39,0,0,0,4233,45203
MP,Jabalpur,2460714,3,0,0,0,5968,156306
MP,Jhabua,1024091,1,0,0,0,3578,21040
MP,Katni,1291684,0,0,0,0,2926,42360
MP,Khandwa,1309443,0,0,0,0,880,13668
MP,Khargone,1872413,0,0,0,0,3049,32932
MP,Mandla,1053522,0,0,0,0,2286,53670
MP,Mandsaur,1339832,0,0,0,0,2058,37337
MP,Morena,1965137,0,0,0,0,2814,112629
MP,Narsinghpur,1092141,5,0,0,0,1266,34365
MP,Neemuch,825958,0,0,0,0,970,17955
MP,Panna,1016028,0,0,0,0,2633,18657
MP,Raisen,1331699,0,0,0,0,1644,22044
MP,Rajgarh,1546541,1,0,0,0,2483,41531
MP,Ratlam,1454483,0,0,0,0,1894,51080
MP,Rewa,2363744,0,0,0,0,6664,104963
MP,Sagar,2378295,2,0,0,0,6321,60800
MP,Satna,2228619,0,0,0,0,3426,40519
MP,Sehore,1311008,0,0,0,0,2325,32101
MP,Seoni,1378876,0,0,0,0,2162,38081
MP,Shahdol,1064989,0,0,0,0,857,22928
MP,Shajapur,1512353,0,0,0,0,1971,51596
MP,Sheopur,687952,0,0,0,0,1338,16952
MP,Shivpuri,1725818,0,0,0,0,3082,38901
MP,Sidhi,1126515,0,0,0,0,1867,19145
MP,Singrauli,1178132,1,0,0,0,3052,21200
MP,Tikamgarh,1444920,0,0,0,0,3331,24497
MP,Ujjain,1986864,1,0,0,0,4210,65566
MP,Umaria,643579,0,0,0,0,955,28084
MP,Unknown,643579,0,1,74,0,0,0
MP,Vidisha,1458212,0,0,0,0,1222,26130
MZ,Aizawl,404054,1996,6,3014,0,443,3740
MZ,Champhai,125370,299,3,319,0,344,572
MZ,Hnahthial,125370,143,0,185,0,0,0
MZ,Khawzawl,125370,42,0,26,0,0,0
MZ,Kolasib,83054,94,0,154,0,153,738
MZ,Lawngtlai,117444,98,1,245,0,2765,1838
MZ,Lunglei,154094,662,1,507,0,263,1493
MZ,Mamit,85757,241,5,265,0,228,1322
MZ,Saiha,56366,107,5,345,0,68,1116
MZ,Saitual,56366,30,0,53,0,0,0
MZ,Serchhip,64875,386,0,572,0,36,431
NL,Dimapur,379769,68,2,73,0,2827,12731
NL,Kiphire,74033,2,0,1,0,116,357
NL,Kohima,270063,23,0,24,0,509,3038
NL,Longleng,50593,0,0,7,0,26,181
NL,Mokokchung,193171,23,2,5,0,146,2026
NL,Mon,259604,1,0,0,0,243,1864
NL,Peren,163294,1,0,1,0,189,613
NL,Phek,163294,4,0,1,0,99,496
NL,Tuensang,414801,2,1,28,0,106,525
NL,Wokha,166239,6,0,4,0,122,1074
NL,Zunheboto,141014,0,1,0,0,331,807
OR,Angul,1271703,16,2,20,0,21629,23378
OR,Balangir,1648574,4,0,15,0,20119,39059
OR,Balasore,2317419,67,1,80,0,78274,35314
OR,Bargarh,1478833,18,0,16,0,52192,32028
OR,Bhadrak,1506522,44,1,39,0,14511,38206
OR,Boudh,439917,0,0,4,0,7009,16754
OR,Cuttack,2618708,277,1,304,0,75381,45717
OR,Deogarh,312164,41,0,10,0,1126,4779
OR,Dhenkanal,1192948,25,0,16,0,18302,23327
OR,Gajapati,575880,15,0,11,0,4770,10942
OR,Ganjam,3520151,22,0,18,0,27002,112716
OR,Jagatsinghpur,1136604,76,1,78,0,28276,25051
OR,Jajpur,1826275,75,0,73,0,30726,37471
OR,Jharsuguda,579499,13,0,10,0,7187,14725
OR,Kalahandi,1573054,15,0,1,0,38214,26926
OR,Kandhamal,731952,0,0,5,0,12881,12319
OR,Kendrapara,1439891,62,1,52,0,28635,34297
OR,Kendujhar,1802777,4,2,3,0,25529,46488
OR,Khordha,2246341,1492,8,1654,0,34733,49859
OR,Koraput,1376934,11,0,20,0,13011,35701
OR,Malkangiri,612727,2,0,4,0,13449,16141
OR,Mayurbhanj,2513895,126,5,93,0,86170,36315
OR,Nabarangapur,1218762,1,0,2,0,13213,18025
OR,Nayagarh,962215,28,1,24,0,7145,22575
OR,Nuapada,606490,36,0,5,0,3391,14721
OR,Puri,1697983,68,1,69,0,25187,40854
OR,Rayagada,961959,18,0,16,0,5781,16558
OR,Sambalpur,1044410,88,0,113,0,8960,31518
OR,State Pool,1044410,338,0,401,0,0,0
OR,Subarnapur,652107,5,0,3,0,8102,31803
OR,Sundargarh,2080664,59,0,71,0,19935,22587
PB,Amritsar,2490891,23,2,9,0,23376,18084
PB,Barnala,596294,2,0,0,0,9552,5253
PB,Bathinda,1388859,15,0,8,0,8246,6940
PB,Faridkot,618008,7,0,7,0,3048,4201
PB,Fatehgarh Sahib,599814,2,1,1,0,2513,4804
PB,Fazilka,1180483,8,0,4,0,8408,5707
PB,Ferozepur,2026831,13,0,9,0,4483,4723
PB,Gurdaspur,2299026,3,1,3,0,18212,26825
PB,Hoshiarpur,1582793,10,2,12,0,6567,17487
PB,Jalandhar,2181753,20,1,12,0,13877,22309
PB,Kapurthala,817668,2,0,7,0,5387,6146
PB,Ludhiana,3487882,16,1,24,0,41184,30055
PB,Mansa,768808,0,0,1,0,5340,4111
PB,Moga,992289,1,0,8,0,5076,6757
PB,Pathankot,626154,20,0,7,0,1762,6090
PB,Patiala,2892282,6,0,15,0,7659,10721
PB,Rupnagar,683349,20,0,7,0,1965,5708
PB,S.A.S. Nagar,986147,18,0,21,0,4914,9234
PB,Sangrur,1654408,3,0,3,0,13224,9058
PB,Shahid Bhagat Singh Nagar,614362,1,0,1,0,2473,4917
PB,Sri Muktsar Sahib,902702,2,0,0,0,3942,5830
PB,Tarn Taran,1120070,0,0,3,0,8846,8145
PY,Karaikal,200222,53,0,63,0,763,2980
PY,Mahe,41816,58,0,46,0,109,1003
PY,Puducherry,950289,163,0,202,0,7191,15005
PY,Yanam,55626,4,0,4,0,259,1082
RJ,Ajmer,2584913,6,0,8,0,9133,56199
RJ,Alwar,3671999,0,0,0,0,21681,29417
RJ,Banswara,1798194,0,0,0,0,10612,22206
RJ,Baran,1223921,1,0,0,0,6599,15157
RJ,Barmer,2604453,1,0,0,0,5670,16673
RJ,Bharatpur,2549121,0,0,0,0,10069,22595
RJ,Bhilwara,2410459,0,0,0,0,5405,26146
RJ,Bikaner,2367745,2,0,1,0,6565,17712
RJ,Bundi,1113725,0,0,0,0,12488,24243
RJ,Chittorgarh,1544392,0,0,0,0,6118,29167
RJ,Churu,2041172,0,0,0,0,5483,26038
RJ,Dausa,1637226,0,0,0,0,5627,29672
RJ,Dholpur,1207293,0,0,2,0,4270,11868
RJ,Dungarpur,1388906,0,0,0,0,6673,19241
RJ,Ganganagar,1969520,1,0,0,0,11153,29478
RJ,Hanumangarh,1779650,0,0,0,0,5057,30733
RJ,Jaipur,6663971,16,0,9,0,24518,63582
RJ,Jaisalmer,672008,0,0,0,0,2951,9700
RJ,Jalore,1830151,0,0,0,0,9304,26896
RJ,Jhalawar,1411327,0,0,0,0,2527,16443
RJ,Jhunjhunu,2139658,0,0,0,0,7946,42099
RJ,Jodhpur,3685681,0,0,3,0,7707,22507
RJ,Karauli,1458459,0,0,0,0,19063,20813
RJ,Kota,1950491,0,0,0,0,2612,26626
RJ,Nagaur,3309234,0,0,0,0,6806,36157
RJ,Pali,2038533,0,0,1,0,7082,26853
RJ,Pratapgarh,868231,0,0,0,0,1130,25717
RJ,Rajsamand,1158283,0,0,0,0,4092,14945
RJ,Sawai Madhopur,1338114,0,0,2,0,8475,18843
RJ,Sikar,2677737,0,0,0,0,4520,20308
RJ,Sirohi,1037185,0,0,0,0,9007,15482
RJ,Tonk,1421711,0,0,0,0,2623,16223
RJ,Udaipur,3067549,0,0,0,0,16803,51655
SK,East Sikkim,281293,0,0,0,0,528,10519
SK,North Sikkim,43354,0,0,0,0,23,447
SK,South Sikkim,146742,0,0,0,0,164,2223
SK,Unknown,146742,79,2,76,0,0,0
SK,West Sikkim,136299,0,0,0,0,67,855
TG,Adilabad,708952,0,0,0,0,11894,12694
TG,Bhadradri Kothagudem,1304811,0,0,0,0,30988,31905
TG,Hyderabad,3441992,0,0,0,0,48855,123025
TG,Jagtial,983414,0,0,0,0,50253,17153
TG,Jangaon,582457,0,0,0,0,20821,11508
TG,Jayashankar Bhupalapally,712257,0,0,0,0,4191,23712
TG,Jogulamba Gadwal,664971,0,0,0,0,23908,6281
TG,Kamareddy,972625,0,0,0,0,14692,16918
TG,Karimnagar,1016063,0,0,0,0,12731,45384
TG,Khammam,1401639,0,0,0,0,41893,68994
TG,Komaram Bheem,515835,0,0,0,0,17465,4048
TG,Mahabubabad,1318110,0,0,0,0,36700,27419
TG,Mahabubnagar,1318110,0,0,0,0,32811,19635
TG,Mancherial,807037,0,0,0,0,22489,15600
TG,Medak,767428,0,0,0,0,34422,25162
TG,Medchal Malkajgiri,2542203,0,0,0,0,54568,93893
TG,Mulugu,294671,0,0,0,0,4190,10660
TG,Nagarkurnool,893308,0,0,0,0,30265,5469
TG,Nalgonda,1631399,0,0,0,0,105864,33747
TG,Narayanpet,566874,0,0,0,0,14266,3428
TG,Nirmal,709415,0,0,0,0,16044,8396
TG,Nizamabad,1534428,0,0,0,0,67852,21328
TG,Peddapalli,795332,0,0,0,0,18954,19908
TG,Rajanna Sircilla,546121,0,0,0,0,7398,17056
TG,Ranga Reddy,2551731,0,0,0,0,76853,93482
TG,Sangareddy,1527628,0,0,0,0,77693,32539
TG,Siddipet,993376,0,0,0,0,35164,25015
TG,Suryapet,1099560,0,0,0,0,38975,24793
TG,Unknown,1099560,1189,9,1121,0,0,0
TG,Vikarabad,881250,0,0,0,0,20014,5848
TG,Wanaparthy,751553,0,0,0,0,13905,10313
TG,Warangal Rural,716457,0,0,0,0,25045,13208
TG,Warangal Urban,1135707,0,0,0,0,21854,63907
TG,Yadadri Bhuvanagiri,726465,0,0,0,0,38752,28567
TN,Airport Quarantine,726465,1,0,1,0,0,0
TN,Ariyalur,752481,35,1,44,0,19203,29689
TN,Chengalpattu,2556244,627,5,706,0,26704,39438
TN,Chennai,7100000,880,12,1093,0,52515,124932
TN,Coimbatore,3472578,869,15,988,0,20971,79387
TN,Cuddalore,2600880,129,0,132,0,51773,101735
TN,Dharmapuri,1502900,110,1,161,0,13388,27153
TN,Dindigul,2161367,58,1,51,0,19630,57260
TN,Erode,2259608,477,4,573,0,16741,46724
TN,Kallakurichi,1370281,66,0,118,0,22603,52087
TN,Kancheepuram,1166401,225,2,259,0,13961,24360
TN,Kanyakumari,1863178,120,0,102,0,17732,51185
TN,Karur,1076588,136,1,90,0,5882,32339
TN,Krishnagiri,1883731,134,1,160,0,15883,37027
TN,Madurai,3991038,99,3,122,0,26340,42498
TN,Mayiladuthurai,901000,41,0,80,0,0,0
TN,Nagapattinam,1614069,97,10,121,0,8662,23176
TN,Namakkal,1721179,315,2,397,0,12694,28265
TN,Nilgiris,735071,124,3,220,0,1613,31952
TN,Perambalur,564511,26,0,27,0,4307,17440
TN,Pudukkottai,1918725,75,2,68,0,10691,34202
TN,Ramanathapuram,1337560,25,0,55,0,9961,32447
TN,Ranipet,1210277,69,2,73,0,10793,13744
TN,Salem,3480008,427,3,442,0,25814,66134
TN,Sivaganga,1341250,82,0,78,0,10170,31816
TN,Tenkasi,1407627,25,0,14,0,16935,21454
TN,Thanjavur,2402781,310,6,428,0,49025,31228
TN,Theni,1243684,15,1,23,0,11199,33309
TN,Thiruvallur,3725697,252,3,396,0,25332,47695
TN,Thiruvarur,1268094,170,5,253,0,13453,29614
TN,Thoothukkudi,1738376,85,1,90,0,46323,22453
TN,Tiruchirappalli,2713858,302,5,334,0,32150,48874
TN,Tirunelveli,1665253,93,1,125,0,22582,19904
TN,Tirupathur,1111812,50,0,66,0,11111,24743
TN,Tiruppur,2471222,504,5,537,0,20414,50762
TN,Tiruvannamalai,2468965,120,0,158,0,31415,73235
TN,Vellore,1614242,117,1,139,0,18978,31716
TN,Viluppuram,2093003,79,1,83,0,53748,67153
TN,Virudhunagar,1943309,38,0,45,0,16628,50467
TR,Dhalai,377988,1,0,2,0,264,11234
TR,Gomati,436868,8,0,3,0,319,9611
TR,Khowai,327391,3,0,0,0,373,5866
TR,North Tripura,415946,4,0,8,0,352,4099
TR,Sipahijala,484233,8,0,4,0,451,10397
TR,South Tripura,433737,4,0,1,0,267,5639
TR,Unokoti,277335,4,0,3,0,762,10307
TR,West Tripura,917534,55,0,41,0,1366,17141
UP,Agra,4380793,0,0,2,0,23657,42953
UP,Aligarh,3673849,0,0,0,0,34650,57576
UP,Ambedkar Nagar,2398709,1,0,0,0,21528,32042
UP,Amethi,2549935,0,0,2,0,19777,37617
UP,Amroha,1838771,0,0,0,0,16080,23048
UP,Auraiya,1372287,0,0,0,0,6878,16443
UP,Ayodhya,2468371,0,0,1,0,26036,37279
UP,Azamgarh,4616509,2,0,0,0,41754,63205
UP,Baghpat,1302156,0,0,0,0,7829,24151
UP,Bahraich,2384239,0,0,0,0,54069,106010
UP,Ballia,3223642,0,0,0,0,29248,48334
UP,Balrampur,2149066,2,0,0,0,21033,56322
UP,Banda,1799541,1,0,0,0,38560,36938
UP,Barabanki,3257983,1,0,0,0,51121,59870
UP,Bareilly,4465344,1,0,1,0,68245,64148
UP,Basti,2461056,2,0,0,0,24797,39395
UP,Bhadohi,1554203,0,0,1,0,15479,20211
UP,Bijnor,3683896,0,0,0,0,27491,53680
UP,Budaun,3712738,0,0,0,0,53729,43678
UP,Bulandshahr,3498507,0,1,0,0,18195,42644
UP,Chandauli,1952713,0,0,1,0,19998,31247
UP,Chitrakoot,990626,0,0,0,0,13007,16383
UP,Deoria,3098637,0,0,0,0,29495,67895
UP,Etah,1761152,0,0,0,0,16622,25756
UP,Etawah,1579160,0,0,0,0,52312,35349
UP,Farrukhabad,1887577,1,0,0,0,15703,28433
UP,Fatehpur,2632684,1,0,0,0,13675,42615
UP,Firozabad,2496761,0,0,0,0,66838,47728
UP,Gautam Buddha Nagar,1674714,6,0,13,0,22023,43162
UP,Ghaziabad,4661452,3,0,2,0,47837,71692
UP,Ghazipur,3622727,0,0,2,0,22615,43797
UP,Gonda,3431386,0,0,0,0,22042,51150
UP,Gorakhpur,4436275,1,0,4,0,33169,69539
UP,Hamirpur,1104021,0,0,0,0,11985,14350
UP,Hapur,1338211,0,0,2,0,15823,21964
UP,Hardoi,4091380,0,0,0,0,29546,66612
UP,Hathras,1565678,0,0,0,0,16507,25542
UP,Jalaun,1670718,3,0,0,0,14119,21614
UP,Jaunpur,4476072,0,0,2,0,41689,67101
UP,Jhansi,2000755,1,0,0,0,10719,25914
UP,Kannauj,1658005,0,0,0,0,24440,44639
UP,Kanpur Dehat,1795092,0,0,0,0,27985,38783
UP,Kanpur Nagar,4572951,3,0,1,0,64788,66517
UP,Kasganj,1438156,0,0,0,0,8148,13675
UP,Kaushambi,1596909,1,0,0,0,38263,28403
UP,Kushinagar,3560830,0,0,0,0,16785,46465
UP,Lakhimpur Kheri,4013634,1,0,0,0,46453,51586
UP,Lalitpur,1218002,1,0,0,0,8010,13539
UP,Lucknow,4588455,10,0,10,0,69404,107763
UP,Maharajganj,2665292,0,0,0,0,20643,36312
UP,Mahoba,876055,0,0,0,0,4765,8960
UP,Mainpuri,1847194,0,0,0,0,31507,37443
UP,Mathura,2541894,1,0,1,0,10807,23027
UP,Mau,2205170,1,0,1,0,25202,32390
UP,Meerut,3447405,13,0,3,0,25100,57600
UP,Mirzapur,2494533,0,0,1,0,24968,41785
UP,Moradabad,4773138,0,0,1,0,52013,39070
UP,Muzaffarnagar,4138605,1,0,0,0,15476,38924
UP,Pilibhit,2037225,0,0,0,0,9611,17989
UP,Pratapgarh,3173752,0,0,0,0,40603,47832
UP,Prayagraj,5959798,1,0,6,0,75719,79660
UP,Rae Bareli,3404004,0,0,0,0,33906,46996
UP,Rampur,2335398,2,0,0,0,23526,28753
UP,Saharanpur,3464228,0,0,0,0,19216,33326
UP,Sambhal,2217020,0,0,0,0,27630,23914
UP,Sant Kabir Nagar,1714300,0,0,0,0,44511,26920
UP,Shahjahanpur,3002376,0,0,0,0,185421,79519
UP,Shamli,1274815,0,0,0,0,12602,16389
UP,Shrawasti,1114615,0,0,0,0,7342,17808
UP,Siddharthnagar,2553526,0,0,0,0,18746,53973
UP,Sitapur,4474446,0,0,0,0,33825,52112
UP,Sonbhadra,1862612,0,0,0,0,21438,24430
UP,Sultanpur,3790922,0,0,0,0,14962,31247
UP,Unnao,3110595,0,0,0,0,26506,41790
UP,Varanasi,3682194,2,0,1,0,38187,55104
UT,Almora,621927,7,0,7,0,729,10440
UT,Bageshwar,259840,1,0,0,0,371,6323
UT,Chamoli,391114,4,0,4,0,822,11652
UT,Champawat,259315,3,0,0,0,754,6007
UT,Dehradun,1698560,30,0,24,0,5963,49795
UT,Haridwar,1927029,10,1,8,0,3960,52191
UT,Nainital,955128,10,0,14,0,2285,16850
UT,Pauri Garhwal,686527,3,0,5,0,2116,14253
UT,Pithoragarh,485993,3,0,6,0,930,10608
UT,Rudraprayag,236857,0,0,3,0,416,6212
UT,Tehri Garhwal,616409,0,0,0,0,2235,15658
UT,Udham Singh Nagar,1648367,0,0,3,0,3588,48283
UT,Uttarkashi,329686,4,0,0,0,1063,9910
WB,Alipurduar,1700000,31,0,35,0,38488,29790
WB,Bankura,3596292,161,1,133,0,220390,76120
WB,Birbhum,3502387,176,0,102,0,99629,84919
WB,Cooch Behar,2822780,77,0,93,0,122592,26214
WB,Dakshin Dinajpur,1670931,111,1,108,0,53398,21657
WB,Darjeeling,1842034,189,1,214,0,21148,69087
WB,Hooghly,5520389,472,2,497,0,274722,105570
WB,Howrah,4841638,518,2,473,0,207351,95203
WB,Jalpaiguri,3869675,102,6,120,0,53967,63773
WB,Jhargram,1136548,25,0,39,0,39020,19553
WB,Kalimpong,251642,18,0,28,0,513,10626
WB,Kolkata,4486679,1843,25,1553,0,36977,206020
WB,Malda,3997970,77,0,51,0,227391,55976
WB,Murshidabad,7102430,48,1,40,0,621102,86224
WB,Nadia,5168488,302,8,326,0,251739,89327
WB,North 24 Parganas,10082852,1066,27,961,0,235852,241201
WB,Paschim Bardhaman,2882031,213,1,149,0,94473,72103
WB,Paschim Medinipur,5094238,181,1,198,0,270458,66132
WB,Purba Bardhaman,4835532,147,2,176,0,260764,51741
WB,Purba Medinipur,4417377,94,1,120,0,71724,144185
WB,Purulia,2927965,17,0,21,0,159111,40922
WB,South 24 Parganas,8153176,542,5,470,0,310444,169231
WB,Uttar Dinajpur,3000849,43,2,46,0,130243,44686
